baxter_x,baxter_y,baxter_z,camera_x,camera_y,camera_z
0.99145,-0.0326607,0.153953,-0.0168102,-0.216529,1.70442
0.991362,-0.0321821,0.153145,-0.0149817,-0.216509,1.70315
0.9916,-0.032632,0.152952,-0.017187,-0.215219,1.69606
1.04151,0.0359554,0.178882,-0.0109799,-0.200174,1.61575
1.04144,0.0365944,0.179173,-0.0104052,-0.202683,1.61178
1.04176,0.0354733,0.179309,-0.00982059,-0.200518,1.6092
1.10783,0.0803509,0.14278,-0.0313174,-0.138108,1.55906
1.10775,0.0803751,0.143847,-0.0314312,-0.13473,1.56328
1.10758,0.0812605,0.143358,-0.0359329,-0.140581,1.57115
1.10758,0.0810726,0.142951,-0.0307085,-0.137438,1.55965
1.1633,0.0532256,0.184631,-0.0835636,-0.168507,1.53098
1.16372,0.0518806,0.184827,-0.0860196,-0.165246,1.52688
1.16357,0.0517404,0.183191,-0.0870487,-0.166557,1.5286
1.13779,-0.162448,0.189577,-0.206578,-0.254327,1.69195
1.13764,-0.161658,0.189348,-0.207407,-0.255912,1.69542
1.13765,-0.162225,0.189057,-0.207904,-0.25267,1.69163
1.13747,-0.161039,0.189247,-0.207279,-0.255511,1.69351
1.07859,-0.168059,0.2877,-0.170355,-0.366421,1.68651
1.07931,-0.169468,0.287641,-0.169123,-0.368735,1.68302
1.07885,-0.169452,0.287216,-0.170828,-0.366556,1.6858
1.06323,-0.170877,0.389694,-0.160269,-0.467582,1.63515
1.06348,-0.171454,0.389198,-0.161196,-0.468486,1.64265
1.06392,-0.17151,0.38944,-0.161574,-0.466941,1.64031
1.02471,0.0760871,0.365153,0.0127609,-0.360996,1.51003
1.02455,0.0758997,0.365324,0.0131773,-0.360439,1.51142
1.02425,0.0767575,0.365002,0.0124415,-0.360955,1.51092
1.02451,0.0760378,0.365286,0.0143659,-0.360996,1.50698
1.02389,0.077127,0.364282,0.012945,-0.3608,1.51061
0.953035,0.17233,0.214445,0.13071,-0.218846,1.56059
1.00866,0.0562312,0.219663,0.0164875,-0.244998,1.59982
1.03464,0.0982246,0.306092,0.0253622,-0.289755,1.51526
1.02108,0.0686436,0.260511,0.0150852,-0.265452,1.56831
0.895789,0.167392,0.027145,0.185602,-0.0689445,1.69417
0.896097,0.166748,0.0271197,0.185391,-0.0693733,1.69582
0.896761,0.166294,0.0268245,0.183766,-0.0691305,1.69609
0.927361,-0.00818855,-0.0034986,0.0444904,-0.111076,1.80581
0.926699,-0.00727977,-0.00320178,0.0462691,-0.110622,1.80951
0.926827,-0.00686706,-0.00379678,0.0466672,-0.112907,1.8104
0.926607,-0.00672246,-0.0033484,0.046087,-0.111852,1.80464
0.926606,-0.00663632,-0.00384243,0.05076,-0.110284,1.80432
0.979757,-0.152846,-0.0285246,-0.0896831,-0.131459,1.88952
0.979349,-0.152457,-0.0297021,-0.084511,-0.119856,1.88534
1.00335,-0.284174,0.00325376,-0.182162,-0.188019,1.95155
1.00346,-0.283719,0.0029297,-0.184373,-0.187605,1.94088
1.02787,-0.343093,0.0300716,-0.250428,-0.223902,1.96257
1.02779,-0.343113,0.0307732,-0.247327,-0.226451,1.95125
1.06297,-0.43502,0.10767,-0.3373,-0.318224,1.96648
1.06282,-0.43492,0.107122,-0.334391,-0.31529,1.9566
1.06333,-0.434593,0.108159,-0.334258,-0.314149,1.96277
