position_x,position_y,position_z
-0.356415,-0.0518781,1.75306
-0.0564261,0.0877508,1.53399
-0.00565263,0.16345,1.64425
-0.101957,0.0927591,1.61756
-0.257209,-0.220641,1.55602
-0.347839,-0.211713,1.52269
-0.458276,-0.20247,1.66776
-0.549483,-0.218116,1.70361
-0.600829,-0.253458,1.70212
-0.4514,-0.034602,1.87022
-0.328697,0.0706705,1.84681
-0.297866,-0.034365,1.76039
-0.256122,0.0371972,1.68992
-0.379574,-0.0546791,1.71347
-0.398012,-0.140296,1.69685
-0.131407,-0.0448379,1.52044
